"V1","V2"
"borsus",0.939631553556993
"suplementum",0.939631553556993
"castor",0.939631553556993
"caput",0.939631553556993
"operator",0.939631553556993
"deteneo",0.939631553556993
"postis",0.939631553556993
"offensio",0.943029421611399
"pasignanus",0.947981638532732
"prelatus",0.947981638532732
"milis",0.948557255866504
"venetia",0.948557255866504
"nicholaus",0.954966013235368
"deliberatio",0.955678979337044
"liberatio",0.961125553614713
"lucanus",0.961416733514994
"paratus",0.961564873008751
"teutonicus",0.973515324310825
"lige",0.973779246859089
"exceptus",0.973905870898736
"festus",0.996947209206275
"italia",1.02436142779729
"mora",1.03510341083843
"amplicus",1.03697630062504
"secretus",1.03976809469217
"speties",1.0565085028271
"regen",1.0565085028271
"carmignanus",1.0565085028271
"miles",1.0565085028271
"congium",1.0565085028271
"gratulatio",1.0565085028271
"iustificatio",1.0565085028271
"paucus",1.0565085028271
"visitatio",1.0565085028271
"soderinus",1.0565085028271
"spes",1.08475802269679
"labor",1.08533241310174
"admonitio",1.09995829169129
"vinatterium",1.11000039148516
"italicus",1.12069488832021
"restauratio",1.12438786824867
"instrumentum",1.12438786824867
"patrer",1.12438786824867
"artifex",1.12438786824867
"principium",1.12438786824867
"mortuus",1.12438786824867
"apostolice",1.12438786824867
"protestatio",1.12438786824867
"preceptum",1.12438786824867
"ariminum",1.12438786824867
"boncianus",1.12438786824867
"fidus",1.12438786824867
"stroza",1.12438786824867
"montefeltrarius",1.13568764307642
"gratiose",1.13568764307642
"melus",1.13568764307642
"rebellio",1.14482450512818
"navigium",1.14482450512818
"raimundus",1.14482450512818
"observantia",1.15334963151429
"dilatio",1.16104141361722
"differentia",1.19917798804502
"mutatio",1.20488949969719
"summa",1.20488949969719
"september",1.20488949969719
"colligo",1.22678956329935
"attentum",1.22678956329935
"alps",1.24428243164548
"hauhic",1.25441340544265
"inquisitor",1.25930325834462
"dea",1.26105244292608
"paritus",1.26105244292608
"qm",1.26105244292608
"bocchinus",1.26105244292608
"matris",1.26105244292608
"occursus",1.26105244292608
"tutto",1.26105244292608
"talium",1.26105244292608
"negotcus",1.26105244292608
"fornimentum",1.26105244292608
"naibes",1.26105244292608
"pepolus",1.26105244292608
"apropianus",1.26105244292608
"boninia",1.26105244292608
"planorium",1.26105244292608
"bastitus",1.26105244292608
"erispelanus",1.26105244292608
"suffitientia",1.26105244292608
"prospera",1.26105244292608
"adversum",1.26105244292608
"nutus",1.26105244292608
"progressio",1.26105244292608
"muntia",1.26105244292608
"ventura",1.26105244292608
"baronis",1.26105244292608
"montisgremmolus",1.26105244292608
"instantia",1.26105244292608
"cor",1.26105244292608
"offitco",1.26105244292608
"sufficia",1.26105244292608
"victualia",1.26105244292608
"victualis",1.26105244292608
"amiticia",1.26105244292608
"romipete",1.26105244292608
"contrium",1.26105244292608
"ponituris",1.26105244292608
"gloria",1.26105244292608
"bavarie",1.26105244292608
"arx",1.26105244292608
"montiscolloretus",1.26105244292608
"oblocutio",1.26105244292608
"difficultas",1.26105244292608
"dimissio",1.26105244292608
"habitus",1.26105244292608
"fabarum",1.26105244292608
"ordinarium",1.26105244292608
"rissus",1.26105244292608
"predatio",1.26105244292608
"substantia",1.26105244292608
"venetis",1.26105244292608
"minitio",1.26105244292608
"capitudinum",1.26105244292608
"collegii",1.26105244292608
"sedatio",1.26105244292608
"barberinus",1.2687604616609
"inceptus",1.27480222003544
"tutior",1.27480222003544
"comitus",1.27480222003544
"defensus",1.28282043661704
"nobilis",1.30460514851969
"exequies",1.33202234576377
"gerius",1.33903221676535
"albertus",1.42770107014254
"iohannis",1.42770107014254
"plenus",1.46718896275927
"abstinentia",1.47391558824933
"duodecim",1.48286179331153
"s",1.52085923683795
"soanus",1.52085923683795
"gebellinos",1.53118700824729
"verona",1.60571828478269
"honestis",1.63159993593926
"additio",1.63159993593926
"votum",1.76933365755049
"perinus",1.81054606248396
"v",1.88732227273611
"tomasio",1.89377445599632
"negotium",1.89377445599632
"visium",2.3361873322327
"bocchaccus",2.3361873322327
"reiplublice",2.3361873322327
"furor",2.3361873322327
"facultas",2.3361873322327
"territus",2.3361873322327
"dem",2.3361873322327
"solido",2.3361873322327
"theologus",2.3361873322327
"prudens",2.3361873322327
"quono",2.3361873322327
"ppa",2.3361873322327
"collegus",2.3361873322327
"austria",2.3361873322327
"intermissio",2.3361873322327
"manisfestus",2.3361873322327
"congregatio",2.3361873322327
"progatio",2.3361873322327
"scio",2.3361873322327
"quie",2.3361873322327
"arces",2.3361873322327
"secundus",2.3361873322327
"cc",2.3361873322327
"contentio",2.3361873322327
"particularitas",2.3361873322327
"um",2.3361873322327
"p",2.3361873322327
"zelator",2.3361873322327
"modificatus",2.3361873322327
"prrname",2.3361873322327
"iscriptus",2.3361873322327
"controversia",2.3361873322327
"adminiculum",2.3361873322327
"collo",2.3361873322327
"superbia",2.3361873322327
"deresponsio",2.3361873322327
"littero",2.3361873322327
"sociatus",2.3361873322327
"teuthonicus",2.3361873322327
"gubernator",2.3361873322327
"portaris",2.3361873322327
"salis",2.3361873322327
"huus",2.3361873322327
"arduus",2.3361873322327
"ver",2.3361873322327
"septus",2.3361873322327
"veronensen",2.3361873322327
"magnificatio",2.3361873322327
"preatereus",2.3361873322327
"dubia",2.3361873322327
"serezane",2.3361873322327
"ligatus",2.3361873322327
"consilum",2.3361873322327
"cosilio",2.3361873322327
"mila",2.3361873322327
"xv",2.3361873322327
"tetum",2.3361873322327
"macellor",2.3361873322327
"germinianus",2.3361873322327
"teriminus",2.3361873322327
"convictio",2.3361873322327
"teutonice",2.3361873322327
"lectus",2.3361873322327
"statutum",2.3361873322327
"obtentum",2.3361873322327
"remotio",2.3361873322327
"bernabos",2.3361873322327
"mitigatio",2.3361873322327
"lumen",2.3361873322327
"ecum",2.3361873322327
"consulo",2.3361873322327
"farternitas",2.3361873322327
"quantis",2.3361873322327
"allium",2.3361873322327
"sollennus",2.3361873322327
"tarctator",2.3361873322327
"alquor",2.3361873322327
"cessantum",2.3361873322327
"sanguis",2.3361873322327
"gagliardus",2.3361873322327
"dinus",2.3361873322327
"roba",2.3361873322327
"venditor",2.3361873322327
"vexator",2.3361873322327
"adversarius",2.3361873322327
"fanum",2.3361873322327
"ariminus",2.3361873322327
"oretenus",2.3361873322327
"rationerium",2.3361873322327
"auxilis",2.3361873322327
"tolomeus",2.3361873322327
"divium",2.3361873322327
"spiritus",2.3361873322327
"sedes",2.3361873322327
"derogatio",2.3361873322327
"inpedimentum",2.3361873322327
"alius",2.3361873322327
"primea",2.3361873322327
"vacaturus",2.3361873322327
"solennes",2.3361873322327
"beneficus",2.3361873322327
"comu",2.3361873322327
"fene",2.3361873322327
"citeo",2.3361873322327
"coderoncho",2.3361873322327
"paga",2.3361873322327
"scarlattinus",2.3361873322327
"petramalus",2.59471468980514
"luzio",2.59471468980514
"noticia",2.59471468980514
"offensum",2.59471468980514
"defensa",2.59471468980514
"navis",2.59471468980514
"scribo",2.59471468980514
"spetie",2.83597284775671
"donimus",2.83597284775671
"prohanpername",2.83597284775671
"nostri",2.83597284775671
"baschum",2.83597284775671
"cassor",2.83597284775671
"ben",2.83597284775671
"con",2.83597284775671
"galeus",2.83597284775671
"ceterus",2.83597284775671
"den",2.83597284775671
"eundus",2.83597284775671
"tratto",2.83597284775671
"britto",2.83597284775671
"lanx",2.83597284775671
"mercurius",2.83597284775671
"effusio",2.83597284775671
"britonium",2.83597284775671
"san",2.83597284775671
"miniatis",2.83597284775671
"lxxxx",2.83597284775671
"mina",2.83597284775671
"consultus",2.83597284775671
"parme",2.83597284775671
"pontremolus",2.83597284775671
"mutinus",2.83597284775671
"attens",2.83597284775671
"oculis",2.83597284775671
"computus",2.83597284775671
"membrum",2.83597284775671
"impetus",2.83597284775671
"subicio",2.83597284775671
"muto",2.83597284775671
"prestatio",2.83597284775671
"comumne",2.83597284775671
"suspectus",2.83597284775671
"fraternitas",2.83597284775671
"scientia",2.83597284775671
"equistris",2.83597284775671
"pedestris",2.83597284775671
"petrius",2.83597284775671
"guccus",2.83597284775671
"memoria",2.83597284775671
"distributio",2.83597284775671
"canon",2.83597284775671
"frescobaldus",2.83597284775671
"properno_guerme",2.83597284775671
"insaccatio",2.83597284775671
"exercitium",2.83597284775671
"frenum",2.83597284775671
"civilis",2.83597284775671
"quor",2.83597284775671
"mergugliesis",2.83597284775671
"cortus",2.83597284775671
"durachium",2.83597284775671
"pluer",2.83597284775671
"observatus",2.83597284775671
"enium",2.83597284775671
"exultatio",2.83597284775671
"consulus",2.83597284775671
"revelas",2.83597284775671
"misericordia",2.83597284775671
"scutum",2.83597284775671
"fronteira",2.83597284775671
"feus",2.83597284775671
"praeceptum",2.83597284775671
"amium",2.83597284775671
"socium",2.83597284775671
"belllum",2.83597284775671
"oartor",2.83597284775671
"foris",2.83597284775671
"piglis",2.83597284775671
"saxettus",2.83597284775671
"iustitie",2.83597284775671
"sedentum",2.83597284775671
"cedila",2.83597284775671
"giugnus",2.94358584927257
"rede",2.94358584927257
"celebratio",2.99282454998153
"guccius",2.99282454998153
"uollegiis",3.49534478007671
"passus",3.49534478007671
"ricciardus",3.49534478007671
"esculanus",4.00039907529815
